Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income,no_income
1950,Pengusaha perorangan,392886,SMA Grad,SMA Grad,Duda/Janda,Pertanian dan Perikanan,Tidak dalam Keluarga,1,Female,0,0,14,United-States,0,<=50K,0
1978,Swasta,149949,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1978,Swasta,83064,Asosiasi akademik,vokasi Grad_1,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,2,>50K,0
1983,Swasta,77937,kelas 12,SMA_3,Cerai,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,40,Canada,3,<=50K,0
1977,Swasta,133758,SMA Grad,SMA Grad,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,1974,40,United-States,2,<=50K,0
2007,Swasta,198797,kelas 11,SMA_2,Belum-menikah,Eksekutif Manager,Punya Anak,1,Male,0,0,20,Peru,0,<=50K,0
1994,Swasta,87561,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K,0
2003,Swasta,152246,Diploma,Kuliah,Belum-menikah,Pengelola Kebersihan,Punya Anak,3,Male,0,0,40,Philippines,0,<=50K,0
1983,Swasta,165309,Sarjana,Sarjana,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,1,<=50K,0
1982,Swasta,118686,Diploma,Kuliah,Cerai,Spesialis Profesional,Belum Menikah,1,Female,0,0,20,United-States,3,<=50K,0
1989,Swasta,212465,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,>50K,0
1992,Swasta,127895,Diploma,Kuliah,Belum-menikah,Eksekutif Manager,Belum Menikah,2,Female,0,0,35,United-States,0,<=50K,0
1975,Swasta,199763,Diploma,Kuliah,Cerai,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,35,United-States,0,<=50K,0
1994,Pemerintah pusat,48458,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,2,Female,0,0,40,United-States,0,<=50K,0
1996,Swasta,176137,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,32,United-States,0,<=50K,0
1986,Pemerintah pusat,238342,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,7688,0,42,United-States,3,>50K,0
1988,Pengusaha perorangan,179896,SMA Grad,SMA Grad,Menikah,Spesialis Profesional,Istri,1,Female,3137,0,40,United-States,0,<=50K,0
1992,Swasta,45796,Diploma,Kuliah,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,60,United-States,1,<=50K,0
1957,Pemerintah daerah,191800,Sarjana,Sarjana,Cerai,Administratif dan Kantor,Belum Menikah,2,Female,6360,0,35,United-States,1,<=50K,0
2002,Swasta,117363,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,35,United-States,0,<=50K,0
1998,Swasta,37379,Sarjana,Sarjana,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,45,United-States,0,<=50K,0
1968,Swasta,122390,Asosiasi vokasional,vokasi Grad_2,Menikah,Sales,Suami,1,Male,15024,0,40,United-States,0,>50K,0
1995,Swasta,112847,Asosiasi vokasional,vokasi Grad_2,Menikah,Pekerjaan Kerajinan,Suami,3,Male,7298,0,32,United-States,3,>50K,0
1997,Swasta,37250,Diploma,Kuliah,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,1651,40,United-States,0,<=50K,0
2003,Swasta,170456,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,15,United-States,0,<=50K,0
2002,Swasta,121070,Diploma,Kuliah,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,35,United-States,0,<=50K,0
1994,Swasta,137606,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,5013,0,40,United-States,1,<=50K,0
1986,Swasta,197711,kelas 10,SMA_1,Cerai,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,3,Female,0,0,40,Portugal,0,<=50K,0
1966,Swasta,316000,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,1,>50K,0
1967,Swasta,73051,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,2,<=50K,0
1973,Pemerintah daerah,134808,SMA Grad,SMA Grad,Duda/Janda,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,3,<=50K,0
1985,Pengusaha perorangan,148443,SMA Grad,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,60,United-States,0,<=50K,0
1974,Swasta,221791,Asosiasi akademik,vokasi Grad_1,Menikah,Dukungan Teknis,Suami,2,Male,0,0,40,United-States,1,<=50K,0
1967,Pemerintah daerah,190748,Diploma,Kuliah,Cerai,Eksekutif Manager,Belum Menikah,1,Female,0,0,35,United-States,3,<=50K,0
1987,Swasta,324947,Sarjana,Sarjana,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,2,<=50K,0
1979,Swasta,166056,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,2,<=50K,0
1957,Pengusaha berbadan hukum,411007,SMA Grad,SMA Grad,Duda/Janda,Eksekutif Manager,Tidak dalam Keluarga,1,Female,15831,0,40,United-States,3,>50K,0
1973,Pengusaha berbadan hukum,167651,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,0,<=50K,0
2000,Swasta,162312,SMA Grad,SMA Grad,Belum-menikah,Sales,Punya Anak,3,Male,0,0,40,South,0,<=50K,0
1993,Pengusaha perorangan,369648,Asosiasi akademik,vokasi Grad_1,Menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0,>50K,0
2005,Pengusaha perorangan,117201,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,22,United-States,0,<=50K,0
1975,Swasta,43348,Magister,Magister,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,>50K,0
2001,Swasta,241185,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K,0
1972,Pemerintah negara,314627,Magister,Magister,Cerai,Spesialis Profesional,Tidak dalam Keluarga,3,Female,0,0,40,United-States,0,<=50K,0
1992,Swasta,188048,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,United-States,0,<=50K,0
1988,Swasta,369843,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,50,United-States,3,<=50K,0
1988,Swasta,177285,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Spesialis Profesional,Belum Menikah,2,Female,0,0,38,United-States,0,<=50K,0
1977,Swasta,45857,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K,0
1970,Pengusaha perorangan,57101,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,35,United-States,2,<=50K,0
2005,Pemerintah negara,73009,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,15,United-States,0,<=50K,0
2001,Pemerintah negara,302836,Asosiasi akademik,vokasi Grad_1,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,El-Salvador,3,<=50K,0
1982,Pengusaha berbadan hukum,90693,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,70,United-States,3,<=50K,0
1996,Pemerintah pusat,281860,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K,0
1988,Swasta,131239,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,3103,0,45,United-States,1,>50K,0
1970,Swasta,410114,SMA Grad,SMA Grad,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,2,<=50K,0
1983,Pemerintah negara,47170,Sarjana,Sarjana,Menikah,Spesialis Profesional,Istri,4,Female,0,0,48,United-States,0,>50K,0
1980,Swasta,43711,Sarjana,Sarjana,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,48,United-States,0,<=50K,0
1980,Pemerintah daerah,68318,Magister,Magister,Belum-menikah,Spesialis Profesional,Punya Anak,1,Female,0,0,55,United-States,0,<=50K,0
1995,Swasta,119793,Diploma,Kuliah,Belum-menikah,Sales,Kerabat,1,Male,0,0,50,United-States,0,<=50K,0
1971,Swasta,30290,SMA Grad,SMA Grad,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K,0
1989,Pengusaha perorangan,32528,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,50,United-States,0,<=50K,0
1982,Pengusaha perorangan,308279,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,21,United-States,3,<=50K,0
1988,Pengusaha perorangan,409189,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,>50K,0
1972,Pemerintah negara,334273,Asosiasi akademik,vokasi Grad_1,Menikah,Sales,Suami,1,Male,0,0,40,United-States,1,>50K,0
1992,Swasta,163530,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Belum Menikah,4,Female,0,0,40,United-States,1,<=50K,0
1991,Swasta,323619,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K,0
1999,Swasta,394820,Diploma,Kuliah,Rencana Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,20,United-States,0,<=50K,0
1963,Pemerintah pusat,197311,Magister,Magister,Duda/Janda,Spesialis Profesional,Belum Menikah,1,Female,0,0,40,United-States,1,<=50K,0
1985,Swasta,119272,kelas 10,SMA_1,Cerai,Transportasi dan Pengangkutan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,1,<=50K,0
1976,Pengusaha berbadan hukum,184787,kelas 7-8,SMP_1,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,50,United-States,1,>50K,0
1968,Swasta,65325,Sarjana,Sarjana,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,50,United-States,2,<=50K,0
2000,Swasta,280960,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Istri,1,Female,0,0,24,United-States,0,<=50K,0
1963,Swasta,51385,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,0,50,United-States,2,>50K,0
2000,Swasta,134787,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Female,0,0,40,United-States,0,<=50K,0
1991,Pemerintah daerah,119829,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,60,United-States,1,<=50K,0
2001,Swasta,156513,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Punya Anak,2,Male,0,0,40,United-States,0,<=50K,0
2003,Swasta,202871,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Male,0,0,20,United-States,0,<=50K,0
1957,Pengusaha perorangan,431426,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,2,United-States,3,<=50K,0
2005,Swasta,418324,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Male,0,0,36,United-States,0,<=50K,0
1979,Pemerintah daerah,189890,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K,0
1992,Swasta,244147,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Belum Menikah,1,Male,0,0,10,United-States,0,<=50K,0
2006,Swasta,128538,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Female,0,0,20,United-States,0,<=50K,0
1968,Pengusaha berbadan hukum,165881,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,50,United-States,1,>50K,0
2005,Pengusaha berbadan hukum,307837,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
1985,Swasta,236391,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,45,United-States,2,<=50K,0
2006,Swasta,189924,SMA Grad,SMA Grad,Belum-menikah,Sales,Punya Anak,1,Female,0,0,24,United-States,0,<=50K,0
1982,Swasta,97142,kelas 7-8,SMP_1,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1997,Pemerintah daerah,273929,SMA Grad,SMA Grad,Belum-menikah,Pertanian dan Perikanan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
1991,Swasta,150154,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,<=50K,0
1989,Pemerintah daerah,182570,Asosiasi akademik,vokasi Grad_1,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,40,United-States,1,>50K,0
1986,Swasta,217349,Asosiasi vokasional,vokasi Grad_2,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Female,14344,0,40,United-States,1,>50K,0
1989,Swasta,115803,kelas 11,SMA_2,Cerai,Transportasi dan Pengangkutan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,3,<=50K,0
1993,Swasta,26553,Sarjana,Sarjana,Menikah,Transportasi dan Pengangkutan,Istri,1,Female,0,0,25,United-States,0,>50K,0
1988,Swasta,181322,Sarjana,Sarjana,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,45,United-States,1,<=50K,0
1994,Swasta,154297,kelas 10,SMA_1,Belum-menikah,Inspeksi dan Operasi Mesin,Belum Menikah,2,Female,0,0,40,United-States,0,<=50K,0
1990,Swasta,221324,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Belum Menikah,2,Female,0,0,40,United-States,0,<=50K,0
1997,Swasta,168827,Sarjana,Sarjana,Belum-menikah,Sales,Punya Anak,1,Male,0,0,2,United-States,0,<=50K,0
1989,Swasta,248010,Sarjana,Sarjana,LDM,Pekerjaan Kerajinan,Belum Menikah,1,Male,0,0,40,United-States,3,<=50K,0
1970,Pemerintah pusat,332243,kelas 12,SMA_3,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,3,<=50K,0
1961,Swasta,383058,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,1848,40,United-States,1,>50K,0
1986,Swasta,200818,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,1,>50K,0
1990,Pemerintah daerah,175856,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
1987,Swasta,195189,Diploma,Kuliah,Cerai,Layanan Lainnya,Belum Menikah,2,Female,0,0,40,United-States,3,<=50K,0
2001,Swasta,398904,Sarjana,Sarjana,Menikah,Spesialis Profesional,Istri,1,Female,0,0,40,United-States,3,<=50K,0
1984,Swasta,279679,Diploma,Kuliah,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,45,United-States,3,<=50K,0
2001,Swasta,177087,kelas 11,SMA_2,Belum-menikah,Administratif dan Kantor,Belum Menikah,2,Male,0,0,35,United-States,0,<=50K,0
1996,Swasta,175710,Sarjana,Sarjana,Menikah,Eksekutif Manager,Istri,1,Female,0,0,40,United-States,1,>50K,0
2006,Swasta,89478,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Female,0,0,20,United-States,0,<=50K,0
1998,Swasta,155213,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,48,United-States,0,<=50K,0
2007,Swasta,145258,kelas 11,SMA_2,Belum-menikah,Spesialis Profesional,Kerabat,1,Female,0,0,25,United-States,0,<=50K,0
2005,Swasta,183532,Diploma,Kuliah,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,25,United-States,0,<=50K,0
1979,Swasta,88500,Diploma,Kuliah,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,44,United-States,2,>50K,0
1996,Swasta,173649,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Punya Anak,2,Female,0,0,40,United-States,0,<=50K,0
1992,Swasta,123291,kelas 12,SMA_3,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,2,<=50K,0
2004,Swasta,201799,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Female,0,0,13,United-States,0,<=50K,0
1977,Swasta,216734,Sarjana,Sarjana,Cerai,Sales,Belum Menikah,1,Female,0,0,50,United-States,1,<=50K,0
1966,Swasta,172618,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,45,United-States,1,>50K,0
1985,Pemerintah pusat,472166,Diploma,Kuliah,Cerai,Eksekutif Manager,Belum Menikah,2,Female,0,0,40,United-States,1,<=50K,0
2001,Pemerintah negara,283499,SMA Grad,SMA Grad,Belum-menikah,Layanan Perlindungan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
1977,Swasta,212120,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,0,>50K,0
2000,Swasta,309055,Diploma,Kuliah,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,15,United-States,0,<=50K,0
1957,Pemerintah negara,261203,kelas 7-8,SMP_1,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,35,United-States,0,<=50K,0
1968,Pengusaha berbadan hukum,211804,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,15024,0,50,United-States,3,>50K,0
1976,Pengusaha berbadan hukum,136878,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,60,United-States,0,>50K,0
1949,Pengusaha berbadan hukum,128224,kelas 5-6,SD_2,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,25,United-States,0,<=50K,0
1980,Swasta,151504,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,50,United-States,2,<=50K,0
1986,Pemerintah pusat,248919,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,2051,40,United-States,1,<=50K,0
1969,Swasta,148590,kelas 10,SMA_1,Duda/Janda,Pekerjaan Kerajinan,Belum Menikah,2,Female,0,0,40,United-States,0,<=50K,0
1964,Swasta,31577,Asosiasi vokasional,vokasi Grad_2,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,2,<=50K,0
1984,Pengusaha berbadan hukum,45054,Diploma,Kuliah,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,0,>50K,0
1980,Swasta,190532,Magister,Magister,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,55,United-States,0,<=50K,0
1955,Pengusaha berbadan hukum,107850,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,6514,0,40,United-States,0,>50K,0
1977,Pengusaha perorangan,242391,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,15024,0,40,United-States,2,>50K,0
1987,Pemerintah daerah,397877,Sarjana,Sarjana,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,2,>50K,0
1990,Swasta,141118,Sarjana,Sarjana,LDM,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,35,United-States,2,<=50K,0
1974,Swasta,156008,kelas 11,SMA_2,Menikah,Spesialis Profesional,Punya Anak,2,Female,0,0,40,United-States,1,<=50K,0
1986,Swasta,99388,Asosiasi akademik,vokasi Grad_1,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,El-Salvador,3,<=50K,0
1974,Swasta,146429,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1969,Swasta,193895,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Female,0,0,40,England,1,<=50K,0
1992,Swasta,90969,Asosiasi vokasional,vokasi Grad_2,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,45,United-States,1,>50K,0
1988,Swasta,133655,SMA Grad,SMA Grad,LDM,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,2,<=50K,0
1995,Pemerintah negara,33798,Diploma,Kuliah,Cerai,Administratif dan Kantor,Punya Anak,1,Male,0,0,20,United-States,1,<=50K,0
1987,Swasta,415500,Diploma,Kuliah,Menikah,Inspeksi dan Operasi Mesin,Suami,2,Male,0,0,40,United-States,0,>50K,0
1991,Swasta,1161363,Diploma,Kuliah,Rencana Cerai,Dukungan Teknis,Belum Menikah,1,Female,0,0,50,Columbia,0,<=50K,0
1978,Swasta,162030,SMA Grad,SMA Grad,Duda/Janda,Administratif dan Kantor,Belum Menikah,1,Female,0,0,43,United-States,3,<=50K,0
1987,Pemerintah daerah,89491,Magister,Magister,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K,0
1976,Swasta,245948,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,2,Female,2174,0,40,United-States,0,<=50K,0
2003,Swasta,121889,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,2,Female,0,0,20,United-States,0,<=50K,0
1972,Swasta,113094,Sarjana,Sarjana,Rencana Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,1092,40,United-States,0,<=50K,0
1990,Swasta,295922,Diploma,Kuliah,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Male,0,0,40,England,0,>50K,0
1972,Swasta,117674,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,38,United-States,0,<=50K,0
1978,Swasta,184883,kelas 9,SMP_2,Menikah,Inspeksi dan Operasi Mesin,Istri,1,Female,0,0,40,United-States,3,<=50K,0
1999,Swasta,113035,Diploma,Kuliah,Belum-menikah,Eksekutif Manager,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
1993,Pemerintah negara,78291,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K,0
1976,Swasta,202117,kelas 11,SMA_2,Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,34,United-States,2,<=50K,0
1968,Swasta,198388,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K,0
1980,Pengusaha berbadan hukum,165815,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,96,United-States,1,<=50K,0
1985,Swasta,91367,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,1848,45,United-States,0,>50K,0
2003,Pemerintah pusat,99199,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,36,United-States,0,<=50K,0
1972,Pengusaha berbadan hukum,210736,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,0,60,United-States,1,<=50K,0
2005,Swasta,274657,kelas 5-6,SD_2,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,50,Guatemala,0,<=50K,0
2004,Swasta,200061,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,40,Guatemala,0,<=50K,0
2003,Swasta,307315,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Male,0,0,40,United-States,0,<=50K,0
1978,Swasta,273771,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,99999,0,40,United-States,2,>50K,0
1985,Swasta,52978,Diploma,Kuliah,Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,1721,55,United-States,2,<=50K,0
1971,Swasta,156612,kelas 12,SMA_3,Cerai,Transportasi dan Pengangkutan,Tidak dalam Keluarga,1,Female,0,0,40,United-States,2,<=50K,0
2000,Swasta,194096,SMA Grad,SMA Grad,Belum-menikah,Spesialis Profesional,Punya Anak,1,Female,0,0,45,United-States,0,<=50K,0
1983,Swasta,206878,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,32,United-States,1,<=50K,0
1996,Swasta,213276,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,2,<=50K,0
1961,Pengusaha perorangan,111306,kelas 7-8,SMP_1,Duda/Janda,Pertanian dan Perikanan,Belum Menikah,1,Female,0,0,10,United-States,2,<=50K,0
1965,Swasta,189664,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1992,Swasta,257043,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,42,United-States,0,<=50K,0
2005,Swasta,229431,Diploma,Kuliah,Belum-menikah,Spesialis Profesional,Punya Anak,1,Male,0,0,11,United-States,0,<=50K,0
1990,Swasta,245173,SMA Grad,SMA Grad,Cerai,Sales,Tidak dalam Keluarga,1,Male,0,1669,45,United-States,1,<=50K,0
1993,Swasta,209101,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,25,United-States,2,>50K,0
1980,Pengusaha berbadan hukum,138991,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,3,>50K,0
1992,Swasta,180871,Asosiasi vokasional,vokasi Grad_2,Cerai,Sales,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0,>50K,0
1988,Pemerintah daerah,110791,Asosiasi akademik,vokasi Grad_1,Rencana Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,2,<=50K,0
2001,Pemerintah daerah,442359,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,1092,40,United-States,0,<=50K,0
1997,Swasta,114158,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,35,United-States,0,<=50K,0
2002,Swasta,50058,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,35,United-States,0,<=50K,0
2004,Swasta,61777,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,30,United-States,3,<=50K,0
1994,Pemerintah daerah,44566,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,3,<=50K,0
2001,Swasta,131275,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,4,Male,0,0,40,United-States,0,<=50K,0
1999,Swasta,114483,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,3,<=50K,0
1966,Swasta,104333,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,>50K,0
